"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"4912","brown","sugar",95,"and",94,"rice",36,1498
"4913","richardson","is",10,"and",7,"the",4,72
"4914","alot","of",215,"to",22,"more",21,433
"4915","mjs","article",1,"done",1,"flu",1,4
"4916","count","on",100,"the",62,"as",51,927
"4917","pops","up",25,"and",8,"into",7,162
"4918","israel","and",41,"is",32,"the",24,484
"4919","provides","a",88,"the",54,"an",27,481
"4920","shelters","and",3,"for",2,"in",2,39
"4921","humantrafficking","fact",1,"generates",1,"healthysf",1,9
"4922","shoutout","to",199,"and",13,"for",9,346
"4923","freakin","love",14,"awesome",13,"weekend",6,259
"4924","slide","into",13,"show",13,"and",11,245
"4925","coverage","of",67,"and",21,"on",20,382
"4926","returning","to",122,"from",30,"home",25,311
"4927","mixed","with",82,"in",47,"up",47,571
"4928","distance","from",37,"between",27,"and",26,496
"4929","80","s",171,"of",75,"degrees",35,736
"4930","rumbling","and",2,"in",2,"of",2,19
"4931","stormseason2012","upon",1,NA,NA,NA,NA,1
"4932","mood","to",74,"for",70,"and",40,638
"4933","wings","and",56,"of",19,"on",16,455
"4934","seconds","to",54,"of",49,"and",36,651
"4935","bravery","of",5,"or",4,"is",3,31
"4936","apd","is",2,"americana",1,"area",1,10
"4937","enroute","to",8,"and",1,"back",1,14
"4938","cruise","ship",19,"to",12,"and",10,220
"4939","unm","amazing",1,"and",1,"at",1,11
"4940","babes","and",4,"cabaret",4,"i",3,45
"4941","wallow","in",17,"a",1,"through",1,20
"4942","dessert","and",23,"i",10,"for",8,302
"4943","pie","and",36,"in",23,"crust",20,556
"4944","fest","this",19,"in",18,"and",12,304
"4945","poster","for",15,"child",13,"in",11,244
"4946","featuring","the",54,"a",30,"my",7,416
"4947","buffett","rule",6,"and",2,"on",2,31
"4948","http","www.youtube.com",18,"bit.ly",16,"www.dagnomusic.com",9,412
"4949","banging","on",7,"that",4,"out",3,69
"4950","isnt","it",14,"a",12,"the",12,207
"4951","crowdsourcing","and",4,"is",2,"can",1,19
"4952","considered","a",125,"to",59,"the",54,847
"4953","merriam","webster",6,"i",1,"weber",1,8
"4954","weber","and",7,"grill",4,"said",3,45
"4955","dictionary","of",9,"to",7,"and",5,104
"4956","solidifying","the",3,"a",1,"its",1,8
"4957","3,400","followers",1,"iranian",1,"new",1,3
"4958","sharyland","high",1,NA,NA,NA,NA,1
"4959","branch","of",40,"and",17,"out",15,253
"4960","jesse","and",12,"jackson",11,"mccartney",6,163
"4961","deliver","a",30,"the",30,"to",14,309
"4962","waltz","in",5,"to",2,"with",2,30
"4963","complain","about",120,"that",21,"to",13,309
"4964","road.ur","probably",1,NA,NA,NA,NA,1
"4965","pt","2",22,"lead",5,"1",3,145
"4966","finger","on",43,"in",27,"and",23,415
"4967","pting","back",1,NA,NA,NA,NA,1
"4968","messi","is",5,"and",2,"has",2,34
"4969","24","hours",237,"7",137,"hour",76,1264
"4970","sink","in",22,"and",19,"to",14,237
"4971","steering","wheel",25,"and",4,"column",2,62
"4972","wheel","of",32,"and",21,"drive",12,275
"4973","absent","from",13,"in",9,"for",5,100
"4974","minded","and",21,"people",15,"about",5,211
"4975","preoccupied","with",11,"by",4,"for",1,24
"4976","wallet","and",24,"is",4,"or",4,136
"4977","five","years",253,"minutes",153,"year",98,2355
"4978","promise","to",129,"of",83,"you",62,805
"4979","sides","of",212,"and",45,"to",25,576
"4980","genealogy","and",2,"is",2,"learn",2,38
"4981","tracing","the",6,"of",2,"paper",2,25
"4982","families","and",97,"in",43,"of",41,791
"4983","squam","this",1,NA,NA,NA,NA,1
"4984","crossing","the",61,"my",24,"a",12,226
"4985","seem","to",1221,"like",222,"so",55,2194
"4986","legit","i",6,"to",6,"and",5,205
"4987","smosh","can",1,"follow",1,"nd",1,3
"4988","monday","night",136,"morning",134,"and",107,2165
"4989","unc","chapel",6,"and",4,"is",3,80
"4990","tar","and",6,"sands",6,"beach",5,46
"4991","heel","of",5,"and",4,"i",3,65
"4992","nyknicks","blue",1,"dominate",1,"vs",1,3
"4993","psychiatric","drugs",5,"hospital",4,"care",2,42
"4994","disorder","and",20,"that",9,"or",8,155
"4995","speakupforkids","to",1,NA,NA,NA,NA,1
"4996","loop","on",10,"and",9,"of",9,204
"4997","seemed","to",558,"like",150,"a",50,1287
"4998","lonely","and",27,"i",13,"in",13,323
"4999","relate","to",197,"i",7,"it",7,267
"5000","rudy's","especially",1,"for",1,"it's",1,4
"5001","deficit","and",9,"of",9,"reduction",7,119
"5002","cuts","to",43,"and",39,"in",26,483
"5003","taxes","and",51,"on",42,"are",32,458
"5004","elimination","of",26,"and",3,"game",2,58
"5005","praying","for",200,"that",42,"and",15,412
"5006","lose","the",108,"weight",94,"my",73,1540
"5007","ugh","i",196,"my",31,"so",31,904
"5008","nonsense","and",11,"but",8,"i",8,146
"5009","masquarading","as",1,NA,NA,NA,NA,1
"5010","retweet","if",71,"this",61,"and",20,506
"5011","collins","and",16,"the",7,"i",6,170
"5012","76ers","celtics",2,"have",2,"on",2,49
"5013","professional","and",35,"development",18,"help",12,801
"5014","0","0",74,"in",41,"lead",33,998
"5015","troll","the",5,"all",3,"and",3,69
"5016","block","of",118,"and",30,"party",30,834
"5017","jayhawks","are",1,"best",1,"but",1,11
"5018","1bar","lyrics",1,NA,NA,NA,NA,1
"5019","rhymes","with",23,"and",7,"than",3,78
"5020","came","to",910,"out",687,"from",396,5199
"5021","mentees","are",1,"get",1,"three",1,3
"5022","mentor","and",14,"to",13,"at",4,139
"5023","rig","the",5,"and",4,"is",3,41
"5024","install","the",16,"a",12,"and",7,153
"5025","york","city",283,"times",138,"and",84,1689
"5026","nasty","and",15,"ass",8,"as",5,350
"5027","collective","bargaining",27,"consciousness",6,"and",5,244
"5028","teal","and",6,"blue",2,"color",2,60
"5029","accent","and",12,"is",11,"i",8,202
"5030","prepping","for",60,"to",5,"a",4,99
"5031","4a","state",2,"4ever",1,"boys",1,17
"5032","2yer","place",1,NA,NA,NA,NA,1
"5033","tear","up",41,"it",24,"gas",23,358
"5034","kings","and",26,"of",25,"are",12,326
"5035","mavs","are",7,"game",7,"and",5,112
"5036","triple","double",32,"a",20,"h",15,273
"5037","complains","about",22,"that",8,"he",2,45
"5038","unfollow","me",44,"you",18,"this",14,169
"5039","webinar","on",15,"with",9,"today",7,128
"5040","yalls","back",1,"bench",1,"day",1,11
"5041","shootsis","happening",1,NA,NA,NA,NA,1
"5042","omw","to",25,"home",3,"2",1,35
"5043","recognize","the",81,"that",76,"it",19,435
"5044","forfeit","his",2,"the",2,"is",1,7
"5045","china","and",63,"is",25,"has",17,628
"5046","taylor","swift",99,"and",23,"is",20,485
"5047","virginia","and",18,"beach",14,"tech",14,316
"5048","woolf","hole",4,"and",3,"book",1,17
"5049","academy","of",45,"award",33,"awards",17,274
"5050","seen'em","in",1,NA,NA,NA,NA,1
"5051","freelance","writer",12,"work",5,"writing",4,85
"5052","recommendation","is",23,"for",13,"of",12,146
"5053","toggl","best",1,NA,NA,NA,NA,1
"5054","tool","for",60,"to",51,"and",28,502
"5055","articles","about",36,"and",34,"on",31,443
"5056","focusing","on",188,"more",5,"in",4,234
"5057","zimmerman","is",16,"has",10,"and",6,145
"5058","arrested","for",71,"and",39,"in",34,403
"5059","investigation","into",33,"and",25,"of",25,275
"5060","mlamobiletech","a",1,"clinicians",1,"nice",1,5
"5061","patrons","at",6,"and",4,"are",4,94
"5062","exhausted","and",29,"from",24,"but",20,272
"5063","gentleman","and",14,"who",10,"in",6,136
"5064","forth","and",31,"between",26,"from",20,411
"5065","enliven","debate",1,"your",1,NA,NA,2
"5066","bible","is",50,"and",49,"study",46,637
"5067","treasure","hunt",19,"and",16,"island",12,249
"5068","portion","of",193,"control",9,"is",7,289
"5069","warped","tour",42,"and",4,"in",3,97
"5070","tl","is",17,"lol",5,"and",4,131
"5071","donated","to",33,"by",12,"a",10,154
"5072","funds","for",41,"to",32,"and",21,311
"5073","gifts","for",50,"and",47,"to",34,495
"5074","tct","free",1,"owns",1,"performing",1,6
"5075","ed","sheeran",21,"and",13,"hardy",13,526
"5076","sheeran","song",2,"again",1,"all",1,17
"5077","micro","brews",3,"4",2,"and",2,120
"5078","pig","and",10,"in",9,"out",9,206
"5079","golden","brown",67,"age",38,"gate",37,695
"5080","p.s","i",35,"if",10,"the",8,211
"5081","amber","ale",12,"and",12,"color",8,196
"5082","grasp","the",24,"of",20,"on",8,114
"5083","cheap","and",56,"but",25,"beer",17,672
"5084","skilled","in",8,"at",7,"workers",7,98
"5085","trained","to",39,"in",24,"and",19,278
"5086","logo","on",21,"and",19,"is",19,256
"5087","advertising","and",71,"fees",45,"is",20,481
"5088","certainty","that",26,"is",7,"in",4,98
"5089","wake","up",913,"me",52,"of",49,1215
"5090","simpler","and",13,"to",7,"time",5,92
"5091","1935","and",3,"not",2,"1947",1,25
"5092","societal","norms",3,"values",3,"and",2,50
"5093","divisions","of",8,"and",5,"in",5,46
"5094","distrust","and",3,"of",2,"that",2,23
"5095","socialist","and",4,"party",4,"candidate",3,106
"5096","benefits","of",134,"and",32,"to",32,578
"5097","roosevelt","island",5,"quote",3,"and",2,64
"5098","hitler","and",9,"was",7,"or",3,100
"5099","baker","and",8,"a",4,"in",4,148
"5100","technical","difficulties",29,"issues",10,"skills",8,336
"5101","partner","in",50,"and",49,"with",44,613
"5102","startup","that",5,"weekend",5,"is",4,135
"5103","spotlight","on",13,"is",6,"in",5,116
"5104","entrepreneur","and",6,"at",3,"is",3,89
"5105","kickstarts","servedby",1,NA,NA,NA,NA,1
"5106","servedby","the",1,NA,NA,NA,NA,1
"5107","berklee","college",2,"alum",1,"alumni",1,17
"5108","pr","and",13,"is",13,"for",11,364
"5109","ymca","and",3,"of",2,"again",1,32
"5110","league","of",46,"and",33,"baseball",28,844
"5111","bball","game",8,"and",3,"players",3,84
"5112","charlotte","nc",16,"and",11,"bobcats",10,188
"5113","tunes","and",23,"of",9,"on",9,218
"5114","oessinsight","teresa",1,NA,NA,NA,NA,1
"5115","teresa","and",5,"collins",2,"in",2,48
"5116","anderson","cooper",12,"and",9,"in",6,206
"5117","ops","2",13,"i",7,"and",4,102
"5118","invisible","children",19,"to",16,"man",8,211
"5119","tellin","me",15,"you",4,"the",3,44
"5120","target","and",39,"audience",37,"of",25,637
"5121","consumer","and",10,"electronics",8,"is",8,282
"5122","800","803",5,"in",5,"million",5,216
"5123","gary","and",11,"busey",10,"oldman",9,272
"5124","avoid","the",111,"a",32,"it",31,837
"5125","confusion","and",27,"of",11,"about",7,192
"5126","facade","of",4,"the",3,"i",2,17
"5127","improvement","in",30,"over",14,"and",11,202
"5128","applicants","will",6,"and",4,"are",4,66
"5129","55000","request",1,NA,NA,NA,NA,1
"5130","pasta","and",38,"with",15,"is",14,304
"5131","poker","rakeback",13,"room",12,"tournament",10,256
"5132","belterrapoker","room",1,NA,NA,NA,NA,1
"5133","stomped","on",6,"off",2,"and",1,17
"5134","whitney","houston",118,"and",6,"houston's",5,255
"5135","hole","in",159,"and",25,"of",15,581
"5136","appropriate","for",54,"to",46,"time",10,466
"5137","liberated","from",5,"and",3,"a",1,23
"5138","slightly","more",60,"different",44,"less",27,897
"5139","scoop","of",18,"on",13,"it",12,155
"5140","takin","care",10,"it",9,"over",7,80
"5141","oprah","winfrey",31,"and",9,"is",5,106
"5142","winfrey's","next",1,NA,NA,NA,NA,1
"5143","chapter","of",84,"in",36,"and",22,664
"5144","fairfield","county",2,"iowa",2,"agent",1,16
"5145","ia","a",3,"and",2,"is",2,43
"5146","transcendental","meditation",3,"consciousness",1,"digitalism",1,13
"5147","meditation","on",18,"and",12,"is",7,147
"5148","activities","and",41,"that",35,"are",26,575
"5149","melodrama","and",2,"with",2,"all",1,19
"5150","woah","there",7,"i",6,"woah",5,103
"5151","biased","and",10,"but",9,"towards",6,94
"5152","uninformed","and",1,"as",1,"he",1,11
"5153","winners","of",38,"will",34,"and",25,396
"5154","evening","and",99,"i",78,"with",66,1332
"5155","apt","to",18,"and",13,"complex",6,143
"5156","keys","to",50,"in",16,"and",15,281
"5157","shop","and",102,"for",77,"in",74,1367
"5158","eh","i",25,"you",7,"it's",6,187
"5159","nfb","car",1,"mean",1,"no",1,5
"5160","sup","bro",5,"with",5,"ct",4,106
"5161","fricken","amazing",2,"love",2,"alarm",1,19
"5162","makeup","and",33,"on",23,"artist",17,365
"5163","calls","for",142,"me",62,"to",55,1097
"5164","cmon","guys",4,"man",4,"son",3,59
"5165","underground","and",7,"to",7,"in",5,215
"5166","kweli","but",1,"journal",1,"on",1,4
"5167","bun","and",6,"b",5,"on",4,67
"5168","fa","cup",18,"sho",9,"real",8,131
"5169","hym","i",1,"to",1,NA,NA,2
"5170","cn","get",4,"be",2,"about",1,33
"5171","travels","and",24,"to",23,"in",7,211
"5172","graded","and",2,"as",2,"based",2,25
"5173","essays","and",14,"on",8,"about",4,105
"5174","kleenex","and",2,"handy",2,"lilliput",2,20
"5175","drank","a",33,"in",12,"the",10,237
"5176","gallon","of",32,"sized",6,"in",5,119
"5177","lapse","of",4,"into",3,"video",3,25
"5178","egg","and",69,"whites",64,"hunt",25,721
"5179","nog","75",1,"and",1,"but",1,10
"5180","indeed","the",71,"a",48,"i",48,1005
"5181","untile","tonight",1,NA,NA,NA,NA,1
"5182","88.3","wxav",1,NA,NA,NA,NA,1
"5183","wxav","request",1,NA,NA,NA,NA,1
"5184","busier","than",11,"and",4,"now",2,27
"5185","contentious","issues",2,"at",1,"convo",1,20
"5186","hypocryticalllll","retard",1,NA,NA,NA,NA,1
"5187","workin","on",44,"hard",11,"out",9,123
"5188","raisin","bread",5,"cookies",5,"boat",2,58
"5189","jess","and",10,"is",4,"who",3,95
"5190","cofounder","of",3,"for",1,"justine",1,8
"5191","upp","__",1,"asap",1,"doe",1,8
"5192","statement","of",52,"that",50,"about",29,722
"5193","indiegogo.com","verlosser",1,NA,NA,NA,NA,1
"5194","verlosser","a",2,NA,NA,NA,NA,2
"5195","attains","the",1,"what",1,NA,NA,2
"5196","seeks","to",58,"the",12,"out",5,123
"5197","gain","a",44,"the",28,"from",15,521
"5198","seek","to",104,"out",48,"the",32,537
"5199","attain","a",4,"the",4,"an",2,48
"5200","chef","and",19,"at",12,"i",8,383
"5201","geoff's","downtown",2,"consolation",1,"face",1,5
"5202","downtown","and",20,"to",20,"is",14,752
"5203","mlb","all",10,"network",8,"history",7,195
"5204","irallstars","external",1,"gilman",1,"i",1,6
"5205","ramirez","and",4,"is",4,"bad",2,32
"5206","ir","a",2,"or",2,"and",1,20
"5207","publish","it",24,"a",23,"the",17,252
"5208","faculty","and",15,"at",11,"of",10,214
"5209","archival","ink",8,"effects",2,"material",2,44
"5210","billings","assessment",1,"commence",1,"dynamic",1,9
"5211","demonstrated","that",9,"his",8,"the",7,87
"5212","ir's","value",1,NA,NA,NA,NA,1
"5213","waking","up",329,"me",35,"you",7,444
"5214","zac","efron",10,"brown",8,"and",3,37
"5215","understand","the",371,"that",294,"why",254,2609
"5216","bandaids","and",2,"i",1,"not",1,7
"5217","randomly","selected",12,"chosen",6,"and",5,206
"5218","littered","with",25,"the",6,"all",1,39
"5219","furry","friends",7,"and",3,"animals",2,59
"5220","feral","cat",6,"cats",6,"children",4,38
"5221","referenced","in",5,"the",4,"a",3,44
"5222","demoulas","or",1,NA,NA,NA,NA,1
"5223","mahhket","bahsket",1,NA,NA,NA,NA,1
"5224","bahsket","and",1,NA,NA,NA,NA,1
"5225","gahhden","fuhlenes",1,NA,NA,NA,NA,1
"5226","fuhlenes","was",1,NA,NA,NA,NA,1
"5227","caps","game",18,"and",17,"lock",11,290
"5228","worth","it",552,"the",284,"of",185,2427
"5229","kickass","and",3,"bands",1,"binder",1,28
"5230","madmen","is",3,"premiere",3,"tonight",3,51
"5231","mkay","can't",1,"so",1,NA,NA,2
"5232","reggie","bush",13,"miller",7,"evans",6,68
"5233","bush","and",27,"administration",17,"is",12,344
"5234","harry","potter",229,"styles",24,"and",17,600
"5235","potter","and",37,"books",12,"the",9,263
"5236","settle","for",90,"down",56,"in",33,315
"5237","presenting","the",27,"at",24,"a",19,228
"5238","mock","the",8,"up",7,"draft",5,120
"5239","hereby","declare",3,"declared",2,"objects",2,27
"5240","launching","a",30,"our",11,"the",8,153
"5241","yogo","is",1,"movement",1,"pants",1,3
"5242","movement","and",62,"of",52,"is",41,749
"5243","yolo","curve",7,"is",7,"and",5,137
"5244","prepares","to",12,"for",10,"you",4,40
"5245","plenary","talk",3,"session",2,"address",1,16
"5246","mac","and",61,"n",34,"miller",23,502
"5247","vanilla","and",38,"extract",35,"ice",33,378
"5248","ice","cream",689,"and",56,"cold",43,1544
"5249","schroeder's","shorts",1,NA,NA,NA,NA,1
"5250","president's","day",19,"award",2,"gallery",2,71
"5251","pure","and",29,"land",16,"joy",15,586
"5252","s3","i",2,"dvds",1,"e8",1,9
"5253","hawkins","from",3,"and",2,"is",2,37
"5254","u.s.a","the",2,"they",2,"u.s.a",2,19
"5255","united","states",691,"nations",60,"kingdom",40,1126
"5256","patcast","tomorrow",1,"until",1,"want",1,4
"5257","converts","the",2,"this",2,"to",2,27
"5258","pm","on",42,"and",41,"at",31,941
"5259","brackenridge","jeremy",1,NA,NA,NA,NA,1
"5260","jeremy","lin",43,"renner",13,"and",7,208
"5261","nunes","2001",1,"joe",1,NA,NA,2
"5262","kwavala","playing",1,NA,NA,NA,NA,1
"5263","rocking","out",41,"the",36,"chair",18,281
"5264","compiling","a",13,"all",1,"an",1,31
"5265","travelmemoirs","have",1,NA,NA,NA,NA,1
"5266","freshmen","and",4,"who",3,"year",3,47
"5267","hungry","and",71,"for",45,"i",34,656
"5268","developing","a",44,"the",23,"countries",20,333
"5269","xslt","any",1,"etc",1,"is",1,3
"5270","prince","of",36,"fielder",21,"and",19,389
"5271","bet","you",133,"that",51,"it",49,1042
"5272","cheeseburger","and",6,"fries",3,"from",3,40
"5273","adventure","and",34,"in",20,"to",18,464
"5274","meetings","and",36,"in",22,"with",22,363
"5275","perspective","of",68,"on",65,"and",29,504
"5276","parson","brown",1,"nathaniel",1,"weems",1,4
"5277","weems","botts",2,"his",1,"reminds",1,4
"5278","reminds","me",414,"us",47,"you",30,525
"5279","adamant","about",9,"that",9,"after",1,32
"5280","visitor","to",12,"from",4,"in",3,83
"5281","gameplay","is",3,"and",2,"amazingly",1,31
"5282","tight","and",30,"end",13,"but",10,508
"5283","customers","and",39,"to",34,"in",26,660
"5284","loyal","to",38,"and",18,"customers",11,196
"5285","dat","ass",11,"shit",11,"i",9,368
"5286","twitpics","at",1,"it's",1,"of",1,4
"5287","levilowrey","trending",3,"is",2,"please",2,11
"5288","outplayed","by",1,"c'mon",1,"for",1,6
"5289","ot","win",7,"for",6,"in",6,133
"5290","flyers","and",12,"for",7,"game",7,184
"5291","miobi","taught",19,"awesome",1,"makeitorbreakit",1,22
"5292","taught","me",230,"in",42,"to",41,767
"5293","ily","guys",20,"3",9,"i",3,68
"5294","grandmorning","ya'll",1,NA,NA,NA,NA,1
"5295","vibrates","to",4,"with",2,"and",1,14
"5296","grizzlies","are",6,"game",6,"fan",2,65
"5297","yall","are",14,"know",9,"need",9,443
