"","txt","Src","Line"
"7065","Bill Crockett, Principal and National Director of Sports for design firm AECOM Ellerbe Becket, is working on the redesign. He said PGE Park is a rarity in the sport: a classic urban stadium. Most U.S. soccer stadiums are suburban or were built much more recently, Crockett said.","en_US.news",2065
"7066","""We've got a good foundation going and it's just a matter of what we do between now and the first ball game,"" head coach Jimbo Fisher said. ""We have a long way to go, but a lot of progress was made and I thought we had a good spring overall.""","en_US.news",2066
"7067","G Ayana Ratliff, Bishop Loughlin","en_US.news",2067
"7068","Frederick 2, Roosevelt 1","en_US.news",2068
"7069","Baltimore race organizers say they plan to address all of the environmental impacts, including downtown air quality and the event's carbon footprint — just not all this year.","en_US.news",2069
"7070","Brett Favre wins his first of many … err, what was expected to be at least a couple. Desmond Howard’s electric contributions in the return game garnered him MVP.","en_US.news",2070
"7071","Peck, the Republican caucus chairman for the state House, later suggested his brainstorm was a joke, although he also defended himself: ""I was just speaking like a southeast Kansas person."" Kansans may be surprised to learn that the immigrant-shooting idea was offered in their names, but they wouldn't be the only Americans getting unwelcome news from their legislators now that many ""tea party"" types have come to power.","en_US.news",2071
"7072","""The conservative word for 'A Chorus Line' might be tremendous, or perhaps terrific,"" he wrote in his May 22, 1975, review of the show, which was first presented by Joseph Papp's Public Theater before moving to Broadway. Michael Bennett's ""choreography and direction burn up superlatives as if they were inflammable. In no way could it have been better done.""","en_US.news",2072
"7073","The DRBC abruptly canceled the meeting Friday after Delaware's governor said he would oppose the draft rules. New York previously announced its opposition.","en_US.news",2073
"7074","Then, Dickson dispatches the smart cop and his none-too-swift partner back to high school. Because of a clerical error, Schmidt finds himself in the drama department and Jenko with the chemistry nerds. Given the changes in high school culture, the qualities that made Schmidt an outsider when he was a senior now admit him to the in crowd. Alas for Jenko, meatheadedness is so 2005.","en_US.news",2074
"7075","-- The biggest change: Lenders must verify that borrowers can afford their mortgages. The lenders can be punished if they fail to review borrowers' income and credit histories.","en_US.news",2075
"7076","""Mr. Simmons is a passionate conservative, and he has been for quite some time,"" said his spokesman, Chuck McDonald, who described Simmons as ""pro-business"" and a supporter of tort reform.","en_US.news",2076
"7077","2007 — Marcus Camby, Denver","en_US.news",2077
"7078","The city and/or the Plaza Merchants Association needs to wake up quickly to what has already become a serious problem.","en_US.news",2078
"7079","Take his chapter on chicken soup. There, Stone tells us, cooking the soup releases an amino acid that resembles the drug acetylcysteine, which is used to treat bronchitis and other respiratory ailments. The vitamins and nutrients in chicken soup slow the growth of mucus-stimulating white blood cells called neutrophils. And new Japanese research shows that the old-fashioned remedy may fight high blood pressure, too.","en_US.news",2079
"7080","The good news, at least for Kentucky fans, is that Calipari suggested to ESPN's Andy Katz afterward that there's still more he'd like to accomplish at the college level.","en_US.news",2080
"7081","""Increasingly, and unfortunately in my view, students have been required to shoulder a greater share of the burden of funding higher education than they have since the advent of public education,"" Pridemore said. ""Empowering them to investigate and explore ways of holding down those costs is necessary and appropriate. It is their money.""","en_US.news",2081
"7082","Chopped parsley, for garnish","en_US.news",2082
"7083","Since then, a new one has been added.","en_US.news",2083
"7084","Revenue fell 4 percent to $394.6 million in Central and Eastern Europe and slid 5 percent to $330 million for Western Europe, the Middle East and Africa. Revenue for the Asia Pacific region dropped 2 percent to $221.7 million, while Latin America revenue edged up 1 percent to $1.14 billion.","en_US.news",2084
"7085","Oversized sturgeon do that and Carver fishing guide Bob Toman has had his share of oversized sturgeon in the frenetic spring chinook salmon melee of the past two weeks below Willamette Falls.","en_US.news",2085
"7086","OSU coach Pat Casey said he didn’t hesitate to accept the invitation. The Beavers have hosted several high-powered teams over the years but getting to face several in one weekend at home provided a rare opportunity.","en_US.news",2086
"7087","""I was humiliated sitting there. I could feel my blood pressure going up. When I put on the hospital gown, it was telling the world, 'I'm a patient, and I'm sick.' ""","en_US.news",2087
"7088","Oh, hardy-har. He's in a cutting-edge information field people can't live without; I'm in one whose technology was invented toward the end of the Dark Ages, when witch-burning was considered entertainment.","en_US.news",2088
"7089","LINDHURST 9, SAN JUAN 0","en_US.news",2089
"7090","Company officials hope to have the first tenants move in by late 2014 or early 2015.","en_US.news",2090
"7091","Parker said that though he wasn't happy about having to sit out for so long, living alone and going through surgery helped him mature, and he decided that he wanted to learn as much as he could while sidelined. He studied hitters, cleaned up some mechanics and worked on the mental side.","en_US.news",2091
